"Comber, DA., Davies, B., Roberts, JD., Tadros, R., Green, MS., Healey, JS., Simpson, CS., Sanatani, S., Steinberg, C., MacIntyre, C., Angaran, P., Duff, H., Hamilton, R., Arbour, L., Leather, R., Seifer, C., Fournier, A., Atallah, J., Kimber, S., Makanjee, B., Alqarawi, W., Cadrin-Tourigny, J., Joza, J., Gibbs, K., Robb, L., Zahavich, L., Gardner, M., Talajic, M., Virani, A., Krahn, AD., Lehman, A., Laksman, ZWM. Return of Results Policies for Genomic Research: Current Practices and the Hearts in Rhythm Organization (HiRO) Approach. The Canadian journal of cardiology 2021 Oct 30;S0828-282X(21)00807-2 doi: 10.1016/j.cjca.2021.10.006 PMID: 34715283"
"Bashir, J., Lee, AJ., Philippon, F., Mondesert, B., Krahn, AD., Sadek, MM., Exner, D., Pak, M., Legare, JF., Karim, S., Fedoruk, L., Peng, D., Cusimano, RJ., Parkash, R., Tyers, GFO., Andrade, J. Predictors of perforation during lead extraction: Results of the Canadian Lead ExtrAction Risk (CLEAR) study. Heart rhythm 2021 Oct 26;S1547-5271(21)02310-9 doi: 10.1016/j.hrthm.2021.10.019 PMID: 34695576"
"Pearman, CM., Walia, J., Alqarawi, W., Larsen, JM., Leach, E., Krahn, AD., Laksman, Z. The clinical utility of procainamide-induced late potentials on the signal averaged ECG. Pacing and clinical electrophysiology : PACE 2021 Oct 15;None doi: 10.1111/pace.14379 PMID: 34648655"
"Tarakji, KG., Krahn, AD., Poole, JE., Mittal, S., Kennergren, C., Biffi, M., Korantzopoulos, P., Dallaglio, PD., Lexcen, DR., Lande, JD., Hilleren, G., Holbrook, R., Wilkoff, BL. Risk Factors for CIED Infection After Secondary Procedures: Insights From the WRAP-IT Trial. JACC. Clinical electrophysiology 2021 Oct 04;S2405-500X(21)00766-0 doi: 10.1016/j.jacep.2021.08.009 PMID: 34600848
35057974"
"Safabakhsh, S., Krahn, AD., Laksman, Z. Exercise Testing With Flecainide Demonstrates Provocable Brugada Syndrome. CJC open 2021 Sep 11;S2589-790X(21)00096-2 doi: 10.1016/j.cjco.2021.04.001 PMID: 34505047"
"Steinberg, C., Krahn, AD. Quinidine vs. ICD therapy in short-coupled ventricular fibrillation-is a randomized trial the next logical step? European heart journal 2021 Sep 05;6364089 doi: 10.1093/eurheartj/ehab614 PMID: 34480551
34010395
34480537"
"Cheung, CC., Roston, TM., Davies, B., Grewal, J., Laksman, ZW., Krahn, AD. Process of Care and a Practical Toolkit for Evaluating and Managing Arrhythmic Risk in the Cardiogenetic Pregnant Patient. The Canadian journal of cardiology 2021 Aug 21;S0828-282X(21)00647-4 doi: 10.1016/j.cjca.2021.08.004 PMID: 34416260"
"Sheldon, R., Faris, P., Tang, A., Ayala-Paredes, F., Guzman, J., Marquez, M., Morillo, CA., Krahn, AD., Kus, T., Ritchie, D., Safdar, S., Maxey, C., Raj, SR., POST 4 investigators. Midodrine for the Prevention of Vasovagal Syncope : A Randomized Clinical Trial. Annals of internal medicine 2021 Aug 03;None doi: 10.7326/M20-5415 PMID: 34339231
34339220"
"Kallas, D., Roston, TM., Franciosi, S., Brett, L., Lieve, KVV., Kwok, SY., Kannankeril, PJ., Krahn, AD., LaPage, MJ., Etheridge, S., Hill, A., Johnsrude, C., Perry, J., Knight, L., Fischbach, P., Balaji, S., Tisma-Dupanovic, S., Law, I., Atallah, J., Backhoff, D., Kamp, A., Kubus, P., Kean, A., Aziz, PF., Kovach, J., Lau, Y., Kron, J., Clur, SA., Sarquella-Brugada, G., Wilde, AAM., Sanatani, S. Evaluation of age at symptom onset, proband status, and sex as predictors of disease severity in pediatric catecholaminergic polymorphic ventricular tachycardia. Heart rhythm 2021 Aug 02;S1547-5271(21)01991-3 doi: 10.1016/j.hrthm.2021.07.061 PMID: 34333088"
"Kaufman, ES., Eckhardt, LL., Ackerman, MJ., Aziz, PF., Behr, ER., Cerrone, M., Chung, MK., Cutler, MJ., Etheridge, SP., Krahn, AD., Lubitz, SA., Perez, MV., Priori, SG., Roberts, JD., Roden, DM., Schulze-Bahr, E., Schwartz, PJ., Shimizu, W., Shoemaker, MB., Sy, RW., Towbin, JA., Viskin, S., A M Wilde, A., Zareba, W. Management of Congenital Long-QT Syndrome: Commentary From the Experts. Circulation. Arrhythmia and electrophysiology 2021 Jul 10;None doi: 10.1161/CIRCEP.120.009726 PMID: 34238011"
"Tang, JKK., Andrade, JG., Hawkins, NM., Laksman, ZW., Krahn, AD., Bennett, MT., Heilbron, B., Chakrabarti, S., Yeung-Lai-Wah, JA., Deyell, MW. Effectiveness of medical therapy for treatment of idiopathic frequent premature ventricular complexes. Journal of cardiovascular electrophysiology 2021 Jul 04;None doi: 10.1111/jce.15150 PMID: 34216056"
"Halperin, LF., Krahn, AD., Laksman, ZW. Documenting the descent - remote monitoring and adult-onset Catecholaminergic Polymorphic Ventricular Tachycardia associated with ventricular fibrillation and bradycardia. Cardiology in the young 2021 Jun 25;S1047951121002377 doi: 10.1017/S1047951121002377 PMID: 34162453"
"Stiles, MK., Wilde, AAM., Abrams, DJ., Ackerman, MJ., Albert, CM., Behr, ER., Chugh, SS., Cornel, MC., Gardner, K., Ingles, J., James, CA., Juang, JJ., Kääb, S., Kaufman, ES., Krahn, AD., Lubitz, SA., MacLeod, H., Morillo, CA., Nademanee, K., Probst, V., Saarel, EV., Sacilotto, L., Semsarian, C., Sheppard, MN., Shimizu, W., Skinner, JR., Tfelt-Hansen, J., Wang, DW. 2020 APHRS/HRS expert consensus statement on the investigation of decedents with sudden unexplained death and patients with sudden cardiac arrest, and of their families. Journal of arrhythmia 2021 Jun 19;JOA312449 doi: 10.1002/joa3.12449 PMID: 34141003"
"Lu, N., MacGillivray, J., Andrade, JG., Krahn, AD., Hawkins, NM., Laksman, Z., Deyell, MW., Chakrabarti, S., Yeung-Lai-Wah, JA., Bennett, MT. Effectiveness of a simple medication adjustment protocol for optimizing peri-cardioversion rate control: A derivation and validation cohort study. Heart rhythm O2 2021 Jun 12;S2666-5018(21)00004-0 doi: 10.1016/j.hroo.2021.01.002 PMID: 34113904"
"Han, HC., Hawkins, NM., Pearman, CM., Birnie, DH., Krahn, AD. Epidemiology of cardiac implantable electronic device infections: incidence and risk factors. Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology 2021 May 30;6288524 doi: 10.1093/europace/euab042 PMID: 34051086"
"Chakrabarti, S., Gibson, JA., Bennett, MT., Toma, M., Verma, AT., Chow, R., Plewes, L., Redpath, CJ., Mondésert, B., Sterns, L., Krahn, AD. Cardiac Implantable Devices Management in Medical Assistance in Dying (MAiD): Review and Recommendations for Cardiac Device Clinics. The Canadian journal of cardiology 2021 May 20;S0828-282X(21)00248-8 doi: 10.1016/j.cjca.2021.05.004 PMID: 34010633"
"Steinberg, C., Davies, B., Mellor, G., Tadros, R., Laksman, ZW., Roberts, JD., Green, M., Alqarawi, W., Angaran, P., Healey, J., Sanatani, S., Leather, R., Seifer, C., Fournier, A., Duff, H., Gardner, M., McIntyre, C., Hamilton, R., Simpson, CS., Krahn, AD. Short-coupled ventricular fibrillation represents a distinct phenotype among latent causes of unexplained cardiac arrest: a report from the CASPER registry. European heart journal 2021 May 20;6278425 doi: 10.1093/eurheartj/ehab275 PMID: 34010395
34151362
34480537
34480551"
"La Vieille, S., Gillespie, Z., Bonvalot, Y., Benkhedda, K., Grinberg, N., Rotstein, J., Barber, J., Krahn, AD. Caffeinated energy drinks in the Canadian context: health risk assessment with a focus on cardiovascular effects. Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme 2021 May 18;None doi: 10.1139/apnm-2021-0245 PMID: 34000209"
"Davies, B., Bartels, K., Hathaway, J., Xu, F., Roberts, JD., Tadros, R., Green, MS., Healey, JS., Simpson, CS., Sanatani, S., Steinberg, C., Gardner, M., Angaran, P., Talajic, M., Hamilton, R., Arbour, L., Seifer, C., Fournier, A., Joza, J., Krahn, AD., Lehman, A., Laksman, ZWM. Variant Reinterpretation in Survivors of Cardiac Arrest With Preserved Ejection Fraction (the Cardiac Arrest Survivors With Preserved Ejection Fraction Registry) by Clinicians and Clinical Commercial Laboratories. Circulation. Genomic and precision medicine 2021 May 08;None doi: 10.1161/CIRCGEN.120.003235 PMID: 33960826"
"Hartley, A., Shalhoub, J., Ng, FS., Krahn, AD., Laksman, Z., Andrade, JG., Deyell, MW., Kanagaratnam, P., Sikkel, MB. Size matters in atrial fibrillation: the underestimated importance of reduction of contiguous electrical mass underlying the effectiveness of catheter ablation. Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology 2021 May 06;6264888 doi: 10.1093/europace/euab078 PMID: 33948648"
"Roston, TM., Kallas, D., Davies, B., Franciosi, S., De Souza, AM., Laksman, ZW., Sanatani, S., Krahn, AD. Burst Exercise Testing Can Unmask Arrhythmias in Patients With Incompletely Penetrant Catecholaminergic Polymorphic Ventricular Tachycardia. JACC. Clinical electrophysiology 2021 Apr 24;S2405-500X(21)00195-X doi: 10.1016/j.jacep.2021.02.013 PMID: 33888264"
"Roston, TM., Grewal, J., Krahn, AD. Pregnancy in catecholaminergic polymorphic ventricular tachycardia: therapeutic optimization and multidisciplinary care are key to success. Herzschrittmachertherapie & Elektrophysiologie 2021 Apr 22;10.1007/s00399-021-00755-6 doi: 10.1007/s00399-021-00755-6
10.1093/eurheartj/ehz309
10.1016/j.hrthm.2018.06.046
10.1093/ehjci/ehaa946.0755 PMID: 33881608"
"Alqarawi, W., Dewidar, O., Tadros, R., Roberts, JD., Steinberg, C., MacIntyre, CJ., Laksman, ZWM., Green, MS., Nair, G., Wells, G., Krahn, AD. Defining idiopathic ventricular fibrillation: A systematic review of diagnostic testing yield in apparently unexplained cardiac arrest. Heart rhythm 2021 Mar 31;S1547-5271(21)00290-3 doi: 10.1016/j.hrthm.2021.03.030 PMID: 33781978"
"Chang Liu, M., Tester, MA., Franciosi, S., Krahn, AD., Gardner, MJ., Roberts, JD., Sanatani, S. Potential Role of Life Stress in Unexplained Sudden Cardiac Arrest. CJC open 2021 Mar 30;S2589-790X(20)30183-9 doi: 10.1016/j.cjco.2020.10.016 PMID: 33778445"
"Ahmed, FZ., Blomström-Lundqvist, C., Bloom, H., Cooper, C., Ellis, C., Goette, A., Greenspon, AJ., Love, CJ., Johansen, JB., Philippon, F., Tarakji, KG., Holbrook, R., Sherfesee, L., Xia, Y., Seshadri, S., Lexcen, DR., Krahn, AD. Use of healthcare claims to validate the Prevention of Arrhythmia Device Infection Trial cardiac implantable electronic device infection risk score. Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology 2021 Mar 24;6181797 doi: 10.1093/europace/euab028 PMID: 33755136"
"Link, MS., Sullivan, RM., Olshansky, B., Cannom, D., Berul, CI., Hauser, RG., Heidbuchel, H., Jordaens, L., Krahn, AD., Morgan, J., Patton, KK., Saarel, EV., Wilkoff, BL., Li, F., Dziura, J., Brandt, C., Barth, C., Lampert, R. Implantable Cardioverter Defibrillator Lead Survival in Athletic Patients. Circulation. Arrhythmia and electrophysiology 2021 Mar 17;None doi: 10.1161/CIRCEP.120.009344 PMID: 33724879"
"Asatryan, B., Yee, L., Ben-Haim, Y., Dobner, S., Servatius, H., Roten, L., Tanner, H., Crotti, L., Skinner, JR., Remme, CA., Chevalier, P., Medeiros-Domingo, A., Behr, ER., Reichlin, T., Odening, KE., Krahn, AD. Sex-Related Differences in Cardiac Channelopathies: Implications for Clinical Practice. Circulation 2021 Feb 16;None doi: 10.1161/CIRCULATIONAHA.120.048250 PMID: 33587657
34097455"
"Mellor, GJ., Blom, LJ., Groeneveld, SA., Winkel, BG., Ensam, B., Bargehr, J., van Rees, B., Scrocco, C., Krapels, IPC., Volders, PGA., Tfelt-Hansen, J., Krahn, AD., Hassink, RJ., Behr, ER. Familial Evaluation in Idiopathic Ventricular Fibrillation: Diagnostic Yield and Significance of J Wave Syndromes. Circulation. Arrhythmia and electrophysiology 2021 Feb 09;None doi: 10.1161/CIRCEP.120.009089 PMID: 33550818"
"Cheung, CC., Davies, B., Gibbs, K., Laksman, ZW., Krahn, AD. Patch monitors for arrhythmia monitoring in patients for suspected inherited arrhythmia syndrome. Journal of cardiovascular electrophysiology 2021 Jan 30;None doi: 10.1111/jce.14917 PMID: 33512057"
"Al-Khayatt, BM., Salciccioli, JD., Marshall, DC., Krahn, AD., Shalhoub, J., Sikkel, MB. Paradoxical impact of socioeconomic factors on outcome of atrial fibrillation in Europe: trends in incidence and mortality from atrial fibrillation. European heart journal 2021 Jan 27;6120042 doi: 10.1093/eurheartj/ehaa1077 PMID: 33495788
33495786"
"Steinberg, C., Pilote, S., Philippon, F., Laksman, ZW., Champagne, J., Simard, C., Krahn, AD., Drolet, B. SCN5A-C683R exhibits combined gain-of-function and loss-of-function properties related to adrenaline-triggered ventricular arrhythmia. Experimental physiology 2021 Jan 23;None doi: 10.1113/EP089088 PMID: 33480457"
"Behr, ER., Ben-Haim, Y., Ackerman, MJ., Krahn, AD., Wilde, AAM. Brugada syndrome and reduced right ventricular outflow tract conduction reserve: a final common pathway? European heart journal 2021 Jan 10;6076711 doi: 10.1093/eurheartj/ehaa1051 PMID: 33421051
33464336"
"Nair, GM., Birnie, DH., Sumner, GL., Krahn, AD., Healey, JS., Nery, PB., Kalfon, E., Verma, A., Ayala-Paredes, F., Coutu, B., Becker, G., Philippon, F., Eikelboom, J., Sandhu, RK., Sapp, J., Leather, R., Yung, D., Thibault, B., Simpson, CS., Ahmad, K., Sturmer, M., Kavanagh, K., Crystal, E., Wells, GA., Essebag, V., BRUISE CONTROL Investigators. Post-operative pain following cardiac implantable electronic device implantation: insights from the BRUISE CONTROL trials. Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology 2020 Dec 29;6053665 doi: 10.1093/europace/euaa349 PMID: 33367623"
"Halperin, LF., Lee, MK., Liew, J., Lauck, S., Kong, D., Krahn, AD., Deyell, MW., Andrade, JG., Hawkins, NM., Chakrabarti, S., John Yeung-Lai-Wah, AF., Bennett, MT., Cheung, C., Levin, A., Schwartz, DI., Laksman, ZW. Anticoagulation for Patients With Atrial Fibrillation and End-Stage Renal Disease on Dialysis: A National Survey. The Canadian journal of cardiology 2020 Dec 15;S0828-282X(20)31140-5 doi: 10.1016/j.cjca.2020.12.005 PMID: 33310141"
"Roifman, I., Arora, RC., Bewick, D., Chow, CM., Clarke, B., Cowan, S., Ducharme, A., Gin, K., Graham, M., Gupta, A., Hardiman, S., Hartleib, M., Jackson, S., Jassal, D., Kazmi, M., Lamarche, Y., Légaré, JF., Leong-Poi, H., Mansour, S., Marelli, A., Ruel, M., Small, G., Sterns, L., Turgeon, R., Virani, S., Wijeysundera, HC., Wong, K., Wood, DA., Zieroth, S., Singh, G., Krahn, AD. Cardiovascular Care Delivery During the Second Wave of COVID-19 in Canada. The Canadian journal of cardiology 2020 Dec 12;S0828-282X(20)31117-X doi: 10.1016/j.cjca.2020.11.016 PMID: 33307163"
"Davies, B., Roberts, JD., Tadros, R., Green, MS., Healey, JS., Simpson, CS., Sanatani, S., Steinberg, C., MacIntyre, C., Angaran, P., Duff, H., Hamilton, R., Arbour, L., Leather, R., Seifer, C., Fournier, A., Atallah, J., Kimber, S., Makanjee, B., Alqarawi, W., Cadrin-Tourigny, J., Joza, J., McKinney, J., Clarke, S., Laksman, ZWM., Gibbs, K., Vuksanovic, V., Gardner, M., Talajic, M., Krahn, AD. The Hearts in Rhythm Organization: A Canadian National Cardiogenetics Network. CJC open 2020 Dec 12;S2589-790X(20)30065-2 doi: 10.1016/j.cjco.2020.05.006 PMID: 33305225"
"Cadrin-Tourigny, J., Bosman, LP., Wang, W., Tadros, R., Bhonsale, A., Bourfiss, M., Lie, ØH., Saguner, AM., Svensson, A., Andorin, A., Tichnell, C., Murray, B., Zeppenfeld, K., van den Berg, MP., Asselbergs, FW., Wilde, AAM., Krahn, AD., Talajic, M., Rivard, L., Chelko, S., Zimmerman, SL., Kamel, IR., Crosson, JE., Judge, DP., Yap, SC., Van der Heijden, JF., Tandri, H., Jongbloed, JDH., van Tintelen, JP., Platonov, PG., Duru, F., Haugaa, KH., Khairy, P., Hauer, RNW., Calkins, H., Te Riele, ASJM., James, CA. Sudden Cardiac Death Prediction in Arrhythmogenic Right Ventricular Cardiomyopathy: A Multinational Collaboration. Circulation. Arrhythmia and electrophysiology 2020 Dec 10;None doi: 10.1161/CIRCEP.120.008509 PMID: 33296238"
"Alqarawi, W., Cheung, CC., Davies, B., Krahn, AD. Arrhythmic Mitral Valve Prolapse: Looking for a Needle in a Haystack. Journal of the American College of Cardiology 2020 Nov 28;S0735-1097(20)37380-0 doi: 10.1016/j.jacc.2020.08.085 PMID: 33243388
32762897
33243391"
"Stiles, MK., Wilde, AAM., Abrams, DJ., Ackerman, MJ., Albert, CM., Behr, ER., Chugh, SS., Cornel, MC., Gardner, K., Ingles, J., James, CA., Jimmy Juang, JM., Kääb, S., Kaufman, ES., Krahn, AD., Lubitz, SA., MacLeod, H., Morillo, CA., Nademanee, K., Probst, V., Saarel, EV., Sacilotto, L., Semsarian, C., Sheppard, MN., Shimizu, W., Skinner, JR., Tfelt-Hansen, J., Wang, DW. 2020 APHRS/HRS expert consensus statement on the investigation of decedents with sudden unexplained death and patients with sudden cardiac arrest, and of their families. Heart rhythm 2020 Oct 23;S1547-5271(20)30953-X doi: 10.1016/j.hrthm.2020.10.010 PMID: 33091602"
"Wan, D., Grewal, J., Barlow, A., Kiess, M., Human, D., Krahn, AD., Riahi, M., Chakrabarti, S. Atrial arrhythmias and thromboembolic complications in adults post Fontan surgery. Open heart 2020 Oct 17;openhrt-2019-001224 doi: 10.1136/openhrt-2019-001224 PMID: 33060140"
"Wilkoff, BL., Boriani, G., Mittal, S., Poole, JE., Kennergren, C., Corey, GR., Krahn, AD., Schloss, EJ., Gallastegui, JL., Pickett, RA., Evonich, RF., Roark, SF., Sorrentino, DM., Sholevar, DP., Cronin, EM., Berman, BJ., Riggio, DW., Khan, HH., Silver, MT., Collier, J., Eldadah, Z., Holbrook, R., Lande, JD., Lexcen, DR., Seshadri, S., Tarakji, KG. Cost-Effectiveness of an Antibacterial Envelope for Cardiac Implantable Electronic Device Infection Prevention in the US Healthcare System From the WRAP-IT Trial. Circulation. Arrhythmia and electrophysiology 2020 Sep 12;None doi: 10.1161/CIRCEP.120.008503 PMID: 32915063"
"Lakkireddy, DR., Chung, MK., Deering, TF., Gopinathannair, R., Albert, CM., Epstein, LM., Harding, CV., Hurwitz, JL., Jeffery, CC., Krahn, AD., Kusumoto, FM., Lampert, R., Mansour, M., Natale, A., Patton, KK., Seiler, A., Shah, MJ., Wang, PJ., Russo, AM. Guidance for Rebooting Electrophysiology Through the COVID-19 Pandemic From the Heart Rhythm Society and the American Heart Association Electrocardiography and Arrhythmias Committee of the Council on Clinical Cardiology: Endorsed by the American College of Cardiology. JACC. Clinical electrophysiology 2020 Aug 21;S2405-500X(20)30496-5 doi: 10.1016/j.jacep.2020.06.004 PMID: 32819525"
"Cheung, CC., Davies, B., Gibbs, K., Laksman, ZW., Krahn, AD. Multilead QT Screening Is Necessary for QT Measurement: Implications for Management of Patients in the COVID-19 Era. JACC. Clinical electrophysiology 2020 Jul 25;S2405-500X(20)30250-4 doi: 10.1016/j.jacep.2020.04.001 PMID: 32703574"
"Ng, K., Titus, EW., Lieve, KV., Roston, TM., Mazzanti, A., Deiter, FH., Denjoy, I., Ingles, J., Till, J., Robyns, T., Connors, SP., Steinberg, C., Abrams, DJ., Pang, B., Scheinman, MM., Bos, JM., Duffett, SA., van der Werf, C., Maltret, A., Green, MS., Rutberg, J., Balaji, S., Cadrin-Tourigny, J., Orland, KM., Knight, LM., Brateng, C., Wu, J., Tang, AS., Skanes, AC., Manlucu, J., Healey, JS., January, CT., Krahn, AD., Collins, KK., Maginot, KR., Fischbach, P., Etheridge, SP., Eckhardt, LL., Hamilton, RM., Ackerman, MJ., Noguer, FRI., Semsarian, C., Jura, N., Leenhardt, A., Gollob, MH., Priori, SG., Sanatani, S., Wilde, AAM., Deo, RC., Roberts, JD. An International Multicenter Evaluation of Inheritance Patterns, Arrhythmic Risks, and Underlying Mechanisms of  Circulation 2020 Jul 23;None doi: 10.1161/CIRCULATIONAHA.120.045723 PMID: 32693635"
"Botly, LCP., Martin-Rhee, M., Kasiban, A., Swartz, RH., Mulvagh, SL., Lindsay, MP., Goia, C., Smith, EE., Hill, MD., Field, TS., Krahn, AD., Oudit, GY., Zieroth, S., Yip, CYY. COVID-19 Pandemic: Global Impact and Potential Implications for Cardiovascular Disease in Canada. CJC open 2020 Jul 22;S2589-790X(20)30072-X doi: 10.1016/j.cjco.2020.06.003 PMID: 32691023"
"Primary Writing Committee., Sandhu, RK., Raj, SR., Thiruganasambandamoorthy, V., Kaul, P., Morillo, CA., Krahn, AD., Guzman, JC., Sheldon, RS., Secondary Writing Committee., Banijamali, HS., MacIntyre, C., Manlucu, J., Seifer, C., Sivilotti, M. Canadian Cardiovascular Society Clinical Practice Update on the Assessment and Management of Syncope. The Canadian journal of cardiology 2020 Jul 07;S0828-282X(19)31549-1 doi: 10.1016/j.cjca.2019.12.023 PMID: 32624296"
"Cheung, CC., Starovoytov, A., Parsa, A., Andrade, JG., Krahn, AD., Bennett, M., Saw, J. In-hospital and long-term outcomes among patients with spontaneous coronary artery dissection presenting with ventricular tachycardia/fibrillation. Heart rhythm 2020 Jun 27;S1547-5271(20)30602-0 doi: 10.1016/j.hrthm.2020.06.019 PMID: 32590153"
"Janzen, ML., Cheung, CC., Hawkins, NM., Raudzus, J., Geller, J., Lam, PY., Krahn, AD. Changes to the electrocardiogram during exercise in anorexia nervosa. Journal of electrocardiology 2020 Jun 20;S0022-0736(20)30290-9 doi: 10.1016/j.jelectrocard.2020.06.012 PMID: 32559521"
"Moulson, N., Bewick, D., Selway, T., Harris, J., Suskin, N., Oh, P., Coutinho, T., Singh, G., Chow, CM., Clarke, B., Cowan, S., Fordyce, CB., Fournier, A., Gin, K., Gupta, A., Hardiman, S., Jackson, S., Lamarche, Y., Lau, B., Légaré, JF., Leong-Poi, H., Mansour, S., Marelli, A., Quraishi, AUR., Roifman, I., Ruel, M., Sapp, J., Small, G., Turgeon, R., Wood, DA., Zieroth, S., Virani, S., Krahn, AD. Cardiac Rehabilitation During the COVID-19 Era: Guidance on Implementing Virtual Care. The Canadian journal of cardiology 2020 Jun 20;S0828-282X(20)30534-1 doi: 10.1016/j.cjca.2020.06.006 PMID: 32553606"
